12,"Blood, Heart and Circulation",Anatomy,"Anatomy is the science that studies the structure of the body. On this page, you'll find links to descriptions and pictures of the human body's parts and organ systems from head to toe."
13,"Blood, Heart and Circulation",Anemia,"If you have anemia, your blood does not carry enough oxygen to the rest of your body.  The most common cause of anemia is not having enough iron. Your body needs iron to make hemoglobin. Hemoglobin is an iron-rich protein that gives the red color to blood. It carries oxygen from the lungs to the rest of the body.|Anemia has three main causes: blood loss, lack of red blood cell production, and high rates of red blood cell destruction.|Conditions that may lead to anemia include||Heavy periods|Pregnancy|Ulcers|Colon polyps or colon cancer|Inherited disorders|A diet that does not have enough iron, folic acid or vitamin B12|Blood disorders such as sickle cell anemia and thalassemia, or cancer|Aplastic anemia, a condition that can be inherited or acquired|G6PD deficiency, a metabolic disorder||Anemia can make you feel tired, cold, dizzy, and irritable. You may be short of breath or have a headache.|Your doctor will diagnose anemia with a physical exam and blood tests. Treatment depends on the kind of anemia you have.|NIH: National Heart, Lung, and Blood Institute"
14,"Blood, Heart and Circulation",Aneurysms,"An aneurysm is a bulge or ballooning in the wall of an artery. Arteries are blood vessels that carry oxygen-rich blood from the heart to other parts of the body. If an aneurysm grows large, it can burst and cause dangerous bleeding or even death. |Most aneurysms occur in the aorta, the main artery that runs from the heart through the chest and abdomen. Aneurysms also can happen in arteries in the brain, heart and other parts of the body. If an aneurysm in the brain bursts, it causes a stroke.|Aneurysms can develop and become large before causing any symptoms.  Often doctors can stop aneurysms from bursting if they find and treat them early. They use imaging tests to find aneurysms.  Often aneurysms are found by chance during tests done for other reasons.   Medicines and surgery are the two main treatments for aneurysms. |NIH: National Heart, Lung, and Blood Institute"
15,"Blood, Heart and Circulation",Vasculitis,"Vasculitis is an inflammation of the blood vessels. It happens when the body's immune system attacks the blood vessel by mistake. It can happen because of an infection, a medicine, or another disease. The cause is often unknown.|Vasculitis can affect arteries, veins and capillaries. Arteries are vessels that carry blood from the heart to the body's organs. Veins are the vessels that carry blood back to the heart. Capillaries are tiny blood vessels that connect the small arteries and veins. |When a blood vessel becomes inflamed, it can|| Narrow, making it more difficult for blood to get through | Close off completely so that blood can't get through | Stretch and weaken so much that it bulges.  The bulge is called an aneurysm. If it  bursts, it can cause dangerous bleeding inside the body.||Symptoms of vasculitis can vary, but usually include fever, swelling and a general sense of feeling ill. The main goal of treatment is to stop the inflammation. Steroids and other medicines to stop inflammation are often helpful.|NIH: National Heart, Lung, and Blood Institute"
16,"Blood, Heart and Circulation",Angina,"Angina is chest pain or discomfort you feel when there is not enough blood flow to your heart muscle. Your heart muscle needs the oxygen that the blood carries. Angina may feel like pressure or a squeezing pain in your chest. It may feel like indigestion. You may also feel pain in your shoulders, arms, neck, jaw, or back. |Angina is a symptom of coronary artery disease (CAD), the most common heart disease. CAD happens when a sticky substance called plaque builds up in the arteries that supply blood to the heart, reducing blood flow.|There are three types of angina:||Stable angina is the most common type. It happens when the heart is working harder than usual. Stable angina has a regular pattern.  Rest and medicines usually help.|Unstable angina is the most dangerous. It does not follow a pattern and can happen without physical exertion. It does not go away with rest or medicine. It is a sign that you could have a heart attack soon.|Variant angina is rare. It happens when you are resting. Medicines can help.||Not all chest pain or discomfort is angina.  If you have chest pain, you should see your health care provider.|NIH: National Heart, Lung, and Blood Institute"
17,"Blood, Heart and Circulation",Angioplasty,"If you have coronary artery disease, the arteries in your heart are narrowed or blocked by a sticky material called plaque. Angioplasty is a procedure to restore blood flow through the artery.|You have angioplasty in a hospital. The doctor threads a thin tube through a blood vessel in the arm or groin up to the involved site in the artery. The tube has a tiny balloon on the end. When the tube is in place, the doctor inflates the balloon to push the plaque outward against the wall of the artery. This widens the artery and restores blood flow.|Doctors may use angioplasty to||Reduce chest pain caused by reduced blood flow to the heart|Minimize damage to heart muscle from a heart attack||Many people go home the day after angioplasty, and are able to return to work within a week of coming home.|NIH: National Heart, Lung, and Blood Institute"
18,"Blood, Heart and Circulation",Blood Thinners,"If you have some kinds of heart or blood vessel disease, or if you have poor blood flow to your brain, your doctor may recommend that you take a blood thinner.  Blood thinners reduce the risk of heart attack and stroke by reducing the formation of blood clots in your arteries and veins.  You may also take a blood thinner if you have |An abnormal heart rhythm called atrial fibrillation|Heart valve surgery|Congenital heart defects||There are two main types of blood thinners.  Anticoagulants, such as heparin or warfarin (also called Coumadin), work on chemical reactions in your body to lengthen the time it takes to form a blood clot. Antiplatelet drugs, such as aspirin, prevent blood cells called platelets from clumping together to form a clot.|When you take a blood thinner, follow directions carefully. Make sure that your healthcare provider knows all of the medicines and supplements you are using."
19,"Blood, Heart and Circulation",Blood Pressure Medicines,"High blood pressure, also called hypertension, usually has no symptoms. But it can cause serious problems such as stroke, heart failure, heart attack and kidney failure. If you cannot control your high blood pressure through lifestyle changes such as losing weight and reducing sodium in your diet, you may need medicines.|Blood pressure medicines work in different ways to lower blood pressure. Some remove extra fluid and salt from the body. Others slow down the heartbeat or relax and widen blood vessels. Often, two or more medicines work better than one. |NIH: National Heart, Lung, and Blood Institute"
20,"Blood, Heart and Circulation",Blood Thinners,"If you have some kinds of heart or blood vessel disease, or if you have poor blood flow to your brain, your doctor may recommend that you take a blood thinner.  Blood thinners reduce the risk of heart attack and stroke by reducing the formation of blood clots in your arteries and veins.  You may also take a blood thinner if you have |An abnormal heart rhythm called atrial fibrillation|Heart valve surgery|Congenital heart defects||There are two main types of blood thinners.  Anticoagulants, such as heparin or warfarin (also called Coumadin), work on chemical reactions in your body to lengthen the time it takes to form a blood clot. Antiplatelet drugs, such as aspirin, prevent blood cells called platelets from clumping together to form a clot.|When you take a blood thinner, follow directions carefully. Make sure that your healthcare provider knows all of the medicines and supplements you are using."
21,"Blood, Heart and Circulation",Aortic Aneurysm,"An aneurysm is a bulge or ballooning in the wall of an artery. Arteries are blood vessels that carry oxygen-rich blood from the heart to other parts of the body. If an aneurysm grows large, it can burst and cause dangerous bleeding or even death.|Most aneurysms are in the aorta, the main artery that runs from the heart through the chest and abdomen.|There are two types of aortic aneurysm:||Thoracic aortic aneurysms (TAA) - these occur in the part of the aorta running through the chest|Abdominal aortic aneurysms (AAA) - these occur in the part of the aorta running through the abdomen||Most aneurysms are found during tests done for other reasons. Some people are at high risk for aneurysms. It is important for them to get screening, because aneurysms can develop and become large before causing any symptoms. Screening is recommended for people between the ages of 65 and 75 if they have a family history, or if they are men who have smoked. Doctors use imaging tests to find aneurysms. Medicines and surgery are the two main treatments.|NIH: National Heart, Lung, and Blood Institute"
22,"Blood, Heart and Circulation",Aortic Aneurysm,"An aneurysm is a bulge or ballooning in the wall of an artery. Arteries are blood vessels that carry oxygen-rich blood from the heart to other parts of the body. If an aneurysm grows large, it can burst and cause dangerous bleeding or even death.|Most aneurysms are in the aorta, the main artery that runs from the heart through the chest and abdomen.|There are two types of aortic aneurysm:||Thoracic aortic aneurysms (TAA) - these occur in the part of the aorta running through the chest|Abdominal aortic aneurysms (AAA) - these occur in the part of the aorta running through the abdomen||Most aneurysms are found during tests done for other reasons. Some people are at high risk for aneurysms. It is important for them to get screening, because aneurysms can develop and become large before causing any symptoms. Screening is recommended for people between the ages of 65 and 75 if they have a family history, or if they are men who have smoked. Doctors use imaging tests to find aneurysms. Medicines and surgery are the two main treatments.|NIH: National Heart, Lung, and Blood Institute"
23,"Blood, Heart and Circulation",Heart Valve Diseases,"Your heart has four valves. Normally, these valves open to let blood flow through or out of your heart, and then shut to keep it from flowing backward. But sometimes they don't work properly. If they don't, you could have||Regurgitation - when blood leaks back through the valve in the wrong direction|Mitral valve prolapse - when one of the valves, the mitral valve, has floppy flaps and doesn't close tightly. It's one of the most common heart valve conditions. Sometimes it causes regurgitation.|Stenosis - when the valve doesn't open enough and blocks blood flow||Valve problems can be present at birth or caused by infections, heart attacks, or heart disease or damage. The main sign of heart valve disease is an unusual heartbeat sound called a heart murmur. Your doctor can hear a heart murmur with a stethoscope. But many people have heart murmurs without having a problem. Heart tests can show if you have a heart valve disease. Some valve problems are minor and do not need treatment. Others might require medicine, medical procedures, or surgery to repair or replace the valve.|NIH: National Heart, Lung, and Blood Institute"
24,"Blood, Heart and Circulation",Aplastic Anemia,"Aplastic anemia is a rare but serious blood disorder.  If you have it, your bone marrow doesn't make enough new blood cells. There are different types, including Fanconi anemia. Causes include||Toxic substances, such as pesticides, arsenic, and benzene|Radiation therapy and chemotherapy for cancer|Certain medicines|Infections such as hepatitis, Epstein-Barr virus, or HIV|Autoimmune disorders|Certain inherited conditions|Pregnancy||In many people, the cause is unknown.|Symptoms include fatigue, weakness, dizziness, and shortness of breath. It can cause heart problems such as an irregular heartbeat, an enlarged heart, and heart failure. You may also have frequent infections and bleeding.|Your doctor will diagnose aplastic anemia based on your medical and family histories, a physical exam, and test results. Once your doctor knows the cause and severity of the condition, he or she can create a treatment plan for you. Treatments include blood transfusions, blood and marrow stem cell transplants, and medicines.|NIH: National Heart, Lung, and Blood Institute"
25,"Blood, Heart and Circulation",Arrhythmia,"An arrhythmia is a problem with the rate or rhythm of your heartbeat. It means that your heart beats too quickly, too slowly, or with an irregular pattern. When the heart beats faster than normal, it is called tachycardia. When the heart beats too slowly, it is called bradycardia. The most common type of arrhythmia is atrial fibrillation, which causes an irregular and fast heart beat.|Many factors can affect your heart's rhythm, such as having had a heart attack, smoking, congenital heart defects, and stress. Some substances or medicines may also cause arrhythmias. |Symptoms of arrhythmias include||Fast or slow heart beat|Skipping beats|Lightheadedness or dizziness|Chest pain|Shortness of breath |Sweating ||Your doctor can run tests to find out if you have an arrhythmia. Treatment to restore a normal heart rhythm may include medicines, an implantable cardioverter-defibrillator (ICD) or pacemaker, or sometimes surgery. |NIH: National Heart, Lung, and Blood Institute"
26,"Blood, Heart and Circulation",Atherosclerosis,"Atherosclerosis is a disease in which plaque builds up inside your arteries. Plaque is a sticky substance made up of fat, cholesterol, calcium, and other substances found in the blood. Over time, plaque hardens and narrows your arteries. That limits the flow of oxygen-rich blood to your body.|Atherosclerosis can lead to serious problems, including||Coronary artery disease. These arteries supply blood to your heart. When they are blocked, you can suffer angina or a heart attack.|Carotid artery disease. These arteries supply blood to your brain. When they are blocked you can suffer a stroke.|Peripheral arterial disease. These arteries are in your arms, legs and pelvis. When they are blocked, you can suffer from numbness, pain and sometimes infections.||Atherosclerosis usually doesn't cause symptoms until it severely narrows or totally blocks an artery. Many people don't know they have it until they have a medical emergency.|A physical exam, imaging, and other diagnostic tests can tell if you have it. Medicines can slow the progress of plaque buildup. Your doctor may also recommend procedures such as angioplasty to open the arteries, or surgery on the coronary or carotid arteries. Lifestyle changes can also help. These include following a healthy diet, getting regular exercise, maintaining a healthy weight, quitting smoking, and managing stress. |NIH: National Heart, Lung, and Blood Institute"
27,"Blood, Heart and Circulation",Coronary Artery Disease,"Coronary artery disease (CAD) is the most common type of heart disease. It is the leading cause of death in the United States in both men and women.|CAD happens when the arteries that supply blood to heart muscle become hardened and narrowed. This is due to the buildup of cholesterol and other material, called plaque, on their inner walls. This buildup is called atherosclerosis. As it grows, less blood can flow through the arteries. As a result, the heart muscle can't get the blood or oxygen it needs. This can lead to chest pain (angina) or a heart attack.  Most heart attacks happen when a blood clot suddenly cuts off the hearts' blood supply, causing permanent heart damage.  |Over time, CAD can also weaken the heart muscle and contribute to heart failure and arrhythmias. Heart failure means the heart can't pump blood well to the rest of the body. Arrhythmias are changes in the normal beating rhythm of the heart.  |NIH: National Heart, Lung, and Blood Institute"
28,"Blood, Heart and Circulation",Peripheral Arterial Disease,"Peripheral arterial disease (PAD) happens when there is a narrowing of the blood vessels outside of your heart. The cause of PAD is atherosclerosis. This happens when plaque builds up on the walls of the arteries that supply blood to the arms and legs. Plaque is a substance made up of fat and cholesterol. It causes the arteries to narrow or become blocked. This can reduce or stop blood flow, usually to the legs. If severe enough, blocked blood flow can cause tissue death and can sometimes lead to amputation of the foot or leg.|The main risk factor for PAD is smoking. Other risk factors include older age and diseases like diabetes, high blood cholesterol, high blood pressure, heart disease, and stroke.|Many people who have PAD don't have any symptoms. If you have symptoms, they may include||Pain, numbness, achiness, or heaviness in the leg muscles. This happens when walking or climbing stairs.|Weak or absent pulses in the legs or feet|Sores or wounds on the toes, feet, or legs that heal slowly, poorly, or not at all|A pale or bluish color to the skin|A lower temperature in one leg than the other leg|Poor nail growth on the toes and decreased hair growth on the legs|Erectile dysfunction, especially among men who have diabetes||PAD can increase your risk of heart attack, stroke, and transient ischemic attack.|Doctors diagnose PAD with a physical exam and heart and imaging tests. Treatments include lifestyle changes, medicines, and sometimes surgery. Lifestyle changes include dietary changes, exercise, and efforts to lower high cholesterol levels and high blood pressure.|NIH: National Heart, Lung, and Blood Institute"
29,"Blood, Heart and Circulation",Arteriovenous Malformations,"Arteriovenous malformations (AVMs) are defects in your vascular system. The vascular system includes arteries, veins, and capillaries. Arteries carry blood away from the heart to other organs; veins carry blood back to the heart. Capillaries connect the arteries and veins.  An AVM is a snarled tangle of arteries and veins. They are connected to each other, with no capillaries. That interferes with the blood circulation in an organ.|AVMs can happen anywhere, but they are more common in the brain or spinal cord. Most people with brain or spinal cord AVMs have few, if any, major symptoms. Sometimes they can cause seizures or headaches.|AVMs are rare. The cause is not known, but they seem to develop during pregnancy or soon after birth. Doctors use imaging tests to detect them.|Medicines can help with the symptoms from AVMs. The greatest danger is hemorrhage. Treatment for AVMs can include surgery or focused radiation therapy. Because surgery can be risky, you and your doctor need to make a decision carefully.|NIH: National Institute of Neurological Disorders and Stroke"
30,"Blood, Heart and Circulation",Atherosclerosis,"Atherosclerosis is a disease in which plaque builds up inside your arteries. Plaque is a sticky substance made up of fat, cholesterol, calcium, and other substances found in the blood. Over time, plaque hardens and narrows your arteries. That limits the flow of oxygen-rich blood to your body.|Atherosclerosis can lead to serious problems, including||Coronary artery disease. These arteries supply blood to your heart. When they are blocked, you can suffer angina or a heart attack.|Carotid artery disease. These arteries supply blood to your brain. When they are blocked you can suffer a stroke.|Peripheral arterial disease. These arteries are in your arms, legs and pelvis. When they are blocked, you can suffer from numbness, pain and sometimes infections.||Atherosclerosis usually doesn't cause symptoms until it severely narrows or totally blocks an artery. Many people don't know they have it until they have a medical emergency.|A physical exam, imaging, and other diagnostic tests can tell if you have it. Medicines can slow the progress of plaque buildup. Your doctor may also recommend procedures such as angioplasty to open the arteries, or surgery on the coronary or carotid arteries. Lifestyle changes can also help. These include following a healthy diet, getting regular exercise, maintaining a healthy weight, quitting smoking, and managing stress. |NIH: National Heart, Lung, and Blood Institute"
31,"Blood, Heart and Circulation",Coronary Artery Disease,"Coronary artery disease (CAD) is the most common type of heart disease. It is the leading cause of death in the United States in both men and women.|CAD happens when the arteries that supply blood to heart muscle become hardened and narrowed. This is due to the buildup of cholesterol and other material, called plaque, on their inner walls. This buildup is called atherosclerosis. As it grows, less blood can flow through the arteries. As a result, the heart muscle can't get the blood or oxygen it needs. This can lead to chest pain (angina) or a heart attack.  Most heart attacks happen when a blood clot suddenly cuts off the hearts' blood supply, causing permanent heart damage.  |Over time, CAD can also weaken the heart muscle and contribute to heart failure and arrhythmias. Heart failure means the heart can't pump blood well to the rest of the body. Arrhythmias are changes in the normal beating rhythm of the heart.  |NIH: National Heart, Lung, and Blood Institute"
32,"Blood, Heart and Circulation",Atrial Fibrillation,"An arrhythmia is a problem with the speed or rhythm of the heartbeat.  Atrial fibrillation (AF) is the most common type of arrhythmia. The cause is a disorder in the heart's electrical system.|||Often, people who have AF may not even feel symptoms. But you may feel|||Palpitations -- an abnormal rapid heartbeat|Shortness of breath|Weakness or difficulty exercising|Chest pain|Dizziness or fainting|Fatigue|Confusion|||AF can lead to an increased risk of stroke. In many patients, it can also cause chest pain, heart attack, or heart failure. |||Doctors diagnose AF using family and medical history, a physical exam, and a test called an electrocardiogram (EKG), which looks at the electrical waves your heart makes. Treatments include medicines and procedures to restore normal rhythm.||NIH: National Heart, Lung, and Blood Institute"
33,"Blood, Heart and Circulation",Cardiac Arrest,"The heart has an internal electrical system that controls the rhythm of the heartbeat. Problems can cause abnormal heart rhythms, called arrhythmias. There are many types of arrhythmia. During an arrhythmia, the heart can beat too fast, too slow, or it can stop beating. Sudden cardiac arrest (SCA) occurs when the heart develops an arrhythmia that causes it to stop beating. This is different than a heart attack, where the heart usually continues to beat but blood flow to the heart is blocked. |There are many possible causes of SCA. They include coronary heart disease, physical stress, and some inherited disorders. Sometimes there is no known cause for the SCA.|Without medical attention, the person will die within a few minutes. People are less likely to die if they have early defibrillation. Defibrillation sends an electric shock to restore the heart rhythm to normal. You should give cardiopulmonary resuscitation (CPR) to a person having SCA until defibrillation can be done.|If you have had an SCA, an implantable cardiac defibrillator (ICD) reduces the chance of dying from a second SCA.|NIH: National Heart, Lung, and Blood Institute"
34,"Blood, Heart and Circulation",Arteriovenous Malformations,"Arteriovenous malformations (AVMs) are defects in your vascular system. The vascular system includes arteries, veins, and capillaries. Arteries carry blood away from the heart to other organs; veins carry blood back to the heart. Capillaries connect the arteries and veins.  An AVM is a snarled tangle of arteries and veins. They are connected to each other, with no capillaries. That interferes with the blood circulation in an organ.|AVMs can happen anywhere, but they are more common in the brain or spinal cord. Most people with brain or spinal cord AVMs have few, if any, major symptoms. Sometimes they can cause seizures or headaches.|AVMs are rare. The cause is not known, but they seem to develop during pregnancy or soon after birth. Doctors use imaging tests to detect them.|Medicines can help with the symptoms from AVMs. The greatest danger is hemorrhage. Treatment for AVMs can include surgery or focused radiation therapy. Because surgery can be risky, you and your doctor need to make a decision carefully.|NIH: National Institute of Neurological Disorders and Stroke"
35,"Blood, Heart and Circulation",Behcet's Syndrome,"Behcet's syndrome is a disease that involves vasculitis, which is inflammation of the blood vessels. It causes problems in many parts of the body. The most common symptoms are||	Sores in the mouth|	Sores on the sex organs |	Other skin sores |	Swelling of parts of the eye|	Pain, swelling and stiffness of the joints ||More serious problems can include meningitis, blood clots, inflammation of the digestive system and blindness. |Doctors aren't sure what causes Behcet's. It is rare in the United States, but is common in the Middle East and Asia. It mainly affects people in their 20s and 30s. Diagnosing Behcet's can take a long time, because symptoms may come and go, and it may take months or even years to have all of the symptoms. There is no cure.  Treatment focuses on reducing pain and preventing serious problems. Most people can control symptoms with treatment.|NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
